Report Date,Crime Category,count
2009-05-12,Agg Assault,7
2009-05-12,Auto Theft,16
2009-05-12,Burglary,26
2009-05-12,Larceny-From Vehicle,32
2009-05-12,Larceny-Non Vehicle,21
2009-05-12,Robbery,8
2009-05-13,Agg Assault,5
2009-05-13,Auto Theft,7
2009-05-13,Burglary,25
2009-05-13,Larceny-From Vehicle,27
2009-05-13,Larceny-Non Vehicle,18
2009-05-13,Robbery,4
2009-05-14,Agg Assault,8
2009-05-14,Auto Theft,14
2009-05-14,Burglary,28
2009-05-14,Larceny-From Vehicle,28
2009-05-14,Larceny-Non Vehicle,27
2009-05-14,Robbery,3
2009-05-15,Agg Assault,6
2009-05-15,Auto Theft,12
2009-05-15,Burglary,22
2009-05-15,Larceny-From Vehicle,29
2009-05-15,Larceny-Non Vehicle,21
2009-05-15,Robbery,4
2009-05-16,Agg Assault,6
2009-05-16,Auto Theft,16
2009-05-16,Burglary,16
2009-05-16,Larceny-From Vehicle,33
2009-05-16,Larceny-Non Vehicle,15
2009-05-16,Robbery,12
2009-05-17,Agg Assault,8
2009-05-17,Auto Theft,21
2009-05-17,Burglary,14
2009-05-17,Larceny-From Vehicle,25
2009-05-17,Larceny-Non Vehicle,14
2009-05-17,Robbery,3
2009-05-18,Agg Assault,4
2009-05-18,Auto Theft,11
2009-05-18,Burglary,40
2009-05-18,Larceny-From Vehicle,31
2009-05-18,Larceny-Non Vehicle,30
2009-05-18,Robbery,6
2009-05-19,Agg Assault,8
2009-05-19,Auto Theft,19
2009-05-19,Burglary,23
2009-05-19,Larceny-From Vehicle,29
2009-05-19,Larceny-Non Vehicle,29
2009-05-19,Robbery,3
2009-05-20,Agg Assault,7
2009-05-20,Auto Theft,12
2009-05-20,Burglary,22
2009-05-20,Larceny-From Vehicle,38
2009-05-20,Larceny-Non Vehicle,24
2009-05-20,Robbery,7
2009-05-21,Agg Assault,7
2009-05-21,Auto Theft,14
2009-05-21,Burglary,25
2009-05-21,Larceny-From Vehicle,29
2009-05-21,Larceny-Non Vehicle,27
2009-05-21,Robbery,5
2009-05-22,Agg Assault,7
2009-05-22,Auto Theft,15
2009-05-22,Burglary,25
2009-05-22,Larceny-From Vehicle,36
2009-05-22,Larceny-Non Vehicle,25
2009-05-22,Robbery,5
2009-05-23,Agg Assault,10
2009-05-23,Auto Theft,18
2009-05-23,Burglary,22
2009-05-23,Larceny-From Vehicle,41
2009-05-23,Larceny-Non Vehicle,18
2009-05-23,Robbery,5
2009-05-24,Agg Assault,7
2009-05-24,Auto Theft,23
2009-05-24,Burglary,20
2009-05-24,Larceny-From Vehicle,24
2009-05-24,Larceny-Non Vehicle,12
2009-05-24,Robbery,3
2009-05-25,Agg Assault,13
2009-05-25,Auto Theft,26
2009-05-25,Burglary,26
2009-05-25,Larceny-From Vehicle,27
2009-05-25,Larceny-Non Vehicle,16
2009-05-25,Robbery,6
2009-05-26,Agg Assault,8
2009-05-26,Auto Theft,32
2009-05-26,Burglary,33
2009-05-26,Larceny-From Vehicle,30
2009-05-26,Larceny-Non Vehicle,32
2009-05-26,Robbery,7
2009-05-27,Agg Assault,5
2009-05-27,Auto Theft,12
2009-05-27,Burglary,29
2009-05-27,Larceny-From Vehicle,32
2009-05-27,Larceny-Non Vehicle,27
2009-05-27,Robbery,5
2009-05-28,Agg Assault,5
2009-05-28,Auto Theft,18
2009-05-28,Burglary,31
2009-05-28,Homicide,2
2009-05-28,Larceny-From Vehicle,30
2009-05-28,Larceny-Non Vehicle,24
2009-05-28,Robbery,6
2009-05-29,Agg Assault,10
2009-05-29,Auto Theft,8
2009-05-29,Burglary,33
2009-05-29,Larceny-From Vehicle,25
2009-05-29,Larceny-Non Vehicle,21
2009-05-29,Robbery,6
2009-05-30,Agg Assault,5
2009-05-30,Auto Theft,18
2009-05-30,Burglary,28
2009-05-30,Homicide,1
2009-05-30,Larceny-From Vehicle,38
2009-05-30,Larceny-Non Vehicle,26
2009-05-30,Robbery,7
2009-05-31,Agg Assault,10
2009-05-31,Auto Theft,18
2009-05-31,Burglary,18
2009-05-31,Larceny-From Vehicle,29
2009-05-31,Larceny-Non Vehicle,16
2009-05-31,Robbery,10
2009-06-01,Agg Assault,5
2009-06-01,Auto Theft,35
2009-06-01,Burglary,38
2009-06-01,Larceny-From Vehicle,38
2009-06-01,Larceny-Non Vehicle,29
2009-06-01,Robbery,9
2009-06-02,Agg Assault,16
2009-06-02,Auto Theft,29
2009-06-02,Burglary,32
2009-06-02,Homicide,1
2009-06-02,Larceny-From Vehicle,38
2009-06-02,Larceny-Non Vehicle,23
2009-06-02,Robbery,8
2009-06-03,Agg Assault,7
2009-06-03,Auto Theft,13
2009-06-03,Burglary,26
2009-06-03,Homicide,1
2009-06-03,Larceny-From Vehicle,38
2009-06-03,Larceny-Non Vehicle,39
2009-06-03,Robbery,9
2009-06-04,Agg Assault,8
2009-06-04,Auto Theft,26
2009-06-04,Burglary,27
2009-06-04,Larceny-From Vehicle,35
2009-06-04,Larceny-Non Vehicle,35
2009-06-04,Robbery,8
2009-06-05,Agg Assault,7
2009-06-05,Auto Theft,20
2009-06-05,Burglary,23
2009-06-05,Larceny-From Vehicle,38
2009-06-05,Larceny-Non Vehicle,21
2009-06-05,Robbery,7
2009-06-06,Agg Assault,4
2009-06-06,Auto Theft,13
2009-06-06,Burglary,27
2009-06-06,Larceny-From Vehicle,38
2009-06-06,Larceny-Non Vehicle,29
2009-06-06,Robbery,5
2009-06-07,Agg Assault,11
2009-06-07,Auto Theft,21
2009-06-07,Burglary,23
2009-06-07,Homicide,2
2009-06-07,Larceny-From Vehicle,35
2009-06-07,Larceny-Non Vehicle,18
2009-06-07,Robbery,12
2009-06-08,Agg Assault,14
2009-06-08,Auto Theft,29
2009-06-08,Burglary,35
2009-06-08,Homicide,1
2009-06-08,Larceny-From Vehicle,37
2009-06-08,Larceny-Non Vehicle,29
2009-06-08,Robbery,7
2009-06-09,Agg Assault,7
2009-06-09,Auto Theft,34
2009-06-09,Burglary,36
2009-06-09,Homicide,1
2009-06-09,Larceny-From Vehicle,42
2009-06-09,Larceny-Non Vehicle,20
2009-06-09,Robbery,5
2009-06-10,Agg Assault,11
2009-06-10,Auto Theft,17
2009-06-10,Burglary,34
2009-06-10,Larceny-From Vehicle,23
2009-06-10,Larceny-Non Vehicle,27
2009-06-10,Robbery,10
2009-06-11,Agg Assault,6
2009-06-11,Auto Theft,19
2009-06-11,Burglary,25
2009-06-11,Larceny-From Vehicle,44
2009-06-11,Larceny-Non Vehicle,31
2009-06-11,Robbery,6
2009-06-12,Agg Assault,2
2009-06-12,Auto Theft,20
2009-06-12,Burglary,31
2009-06-12,Larceny-From Vehicle,28
2009-06-12,Larceny-Non Vehicle,22
2009-06-12,Robbery,3
2009-06-13,Agg Assault,9
2009-06-13,Auto Theft,13
2009-06-13,Burglary,19
2009-06-13,Larceny-From Vehicle,43
2009-06-13,Larceny-Non Vehicle,19
2009-06-13,Robbery,9
2009-06-14,Agg Assault,10
2009-06-14,Auto Theft,20
2009-06-14,Burglary,14
2009-06-14,Larceny-From Vehicle,20
2009-06-14,Larceny-Non Vehicle,17
2009-06-14,Robbery,7
2009-06-15,Agg Assault,7
2009-06-15,Auto Theft,12
2009-06-15,Burglary,20
2009-06-15,Larceny-From Vehicle,35
2009-06-15,Larceny-Non Vehicle,26
2009-06-15,Robbery,9
2009-06-16,Agg Assault,10
2009-06-16,Auto Theft,25
2009-06-16,Burglary,27
2009-06-16,Larceny-From Vehicle,36
2009-06-16,Larceny-Non Vehicle,32
2009-06-16,Robbery,7
2009-06-17,Agg Assault,8
2009-06-17,Auto Theft,14
2009-06-17,Burglary,41
2009-06-17,Larceny-From Vehicle,38
2009-06-17,Larceny-Non Vehicle,31
2009-06-17,Robbery,5
2009-06-18,Agg Assault,15
2009-06-18,Auto Theft,16
2009-06-18,Burglary,21
2009-06-18,Larceny-From Vehicle,33
2009-06-18,Larceny-Non Vehicle,31
2009-06-18,Robbery,8
2009-06-19,Agg Assault,8
2009-06-19,Auto Theft,13
2009-06-19,Burglary,30
2009-06-19,Larceny-From Vehicle,33
2009-06-19,Larceny-Non Vehicle,23
2009-06-19,Robbery,6
2009-06-20,Agg Assault,10
2009-06-20,Auto Theft,18
2009-06-20,Burglary,21
2009-06-20,Larceny-From Vehicle,34
2009-06-20,Larceny-Non Vehicle,20
2009-06-20,Robbery,7
2009-06-21,Agg Assault,5
2009-06-21,Auto Theft,17
2009-06-21,Burglary,27
2009-06-21,Larceny-From Vehicle,36
2009-06-21,Larceny-Non Vehicle,9
2009-06-21,Robbery,10
2009-06-22,Agg Assault,7
2009-06-22,Auto Theft,24
2009-06-22,Burglary,23
2009-06-22,Larceny-From Vehicle,26
2009-06-22,Larceny-Non Vehicle,24
2009-06-22,Robbery,6
2009-06-23,Agg Assault,9
2009-06-23,Auto Theft,19
2009-06-23,Burglary,35
2009-06-23,Homicide,1
2009-06-23,Larceny-From Vehicle,35
2009-06-23,Larceny-Non Vehicle,25
2009-06-23,Robbery,11
2009-06-24,Agg Assault,8
2009-06-24,Auto Theft,20
2009-06-24,Burglary,26
2009-06-24,Homicide,1
2009-06-24,Larceny-From Vehicle,46
2009-06-24,Larceny-Non Vehicle,37
2009-06-24,Robbery,9
2009-06-25,Agg Assault,7
2009-06-25,Auto Theft,12
2009-06-25,Burglary,35
2009-06-25,Larceny-From Vehicle,30
2009-06-25,Larceny-Non Vehicle,32
2009-06-25,Robbery,9
2009-06-26,Agg Assault,9
2009-06-26,Auto Theft,15
2009-06-26,Burglary,36
2009-06-26,Larceny-From Vehicle,26
2009-06-26,Larceny-Non Vehicle,30
2009-06-26,Robbery,3
2009-06-27,Agg Assault,10
2009-06-27,Auto Theft,17
2009-06-27,Burglary,24
2009-06-27,Larceny-From Vehicle,26
2009-06-27,Larceny-Non Vehicle,21
2009-06-27,Robbery,7
2009-06-28,Agg Assault,9
2009-06-28,Auto Theft,20
2009-06-28,Burglary,24
2009-06-28,Homicide,1
2009-06-28,Larceny-From Vehicle,31
2009-06-28,Larceny-Non Vehicle,17
2009-06-28,Robbery,4
2009-06-29,Agg Assault,4
2009-06-29,Auto Theft,20
2009-06-29,Burglary,39
2009-06-29,Larceny-From Vehicle,47
2009-06-29,Larceny-Non Vehicle,27
2009-06-29,Robbery,13
2009-06-30,Agg Assault,9
2009-06-30,Auto Theft,12
2009-06-30,Burglary,30
2009-06-30,Larceny-From Vehicle,34
2009-06-30,Larceny-Non Vehicle,31
2009-06-30,Robbery,9
2009-07-01,Agg Assault,7
2009-07-01,Auto Theft,15
2009-07-01,Burglary,25
2009-07-01,Homicide,1
2009-07-01,Larceny-From Vehicle,33
2009-07-01,Larceny-Non Vehicle,27
2009-07-01,Robbery,6
2009-07-02,Agg Assault,5
2009-07-02,Auto Theft,24
2009-07-02,Burglary,30
2009-07-02,Larceny-From Vehicle,21
2009-07-02,Larceny-Non Vehicle,20
2009-07-02,Robbery,8
2009-07-03,Agg Assault,6
2009-07-03,Auto Theft,17
2009-07-03,Burglary,26
2009-07-03,Larceny-From Vehicle,33
2009-07-03,Larceny-Non Vehicle,28
2009-07-03,Robbery,10
2009-07-04,Agg Assault,16
2009-07-04,Auto Theft,11
2009-07-04,Burglary,20
2009-07-04,Larceny-From Vehicle,19
2009-07-04,Larceny-Non Vehicle,21
2009-07-04,Robbery,2
2009-07-05,Agg Assault,8
2009-07-05,Auto Theft,13
2009-07-05,Burglary,34
2009-07-05,Homicide,1
2009-07-05,Larceny-From Vehicle,33
2009-07-05,Larceny-Non Vehicle,17
2009-07-05,Robbery,5
2009-07-06,Agg Assault,3
2009-07-06,Auto Theft,18
2009-07-06,Burglary,30
2009-07-06,Larceny-From Vehicle,28
2009-07-06,Larceny-Non Vehicle,19
2009-07-06,Robbery,6
2009-07-07,Agg Assault,6
2009-07-07,Auto Theft,16
2009-07-07,Burglary,36
2009-07-07,Larceny-From Vehicle,31
2009-07-07,Larceny-Non Vehicle,22
2009-07-07,Robbery,12
2009-07-08,Agg Assault,10
2009-07-08,Auto Theft,15
2009-07-08,Burglary,24
2009-07-08,Larceny-From Vehicle,34
2009-07-08,Larceny-Non Vehicle,18
2009-07-08,Robbery,1
2009-07-09,Agg Assault,4
2009-07-09,Auto Theft,14
2009-07-09,Burglary,39
2009-07-09,Larceny-From Vehicle,23
2009-07-09,Larceny-Non Vehicle,17
2009-07-09,Robbery,4
2009-07-10,Agg Assault,4
2009-07-10,Auto Theft,12
2009-07-10,Burglary,37
2009-07-10,Larceny-From Vehicle,34
2009-07-10,Larceny-Non Vehicle,29
2009-07-10,Robbery,5
2009-07-11,Agg Assault,15
2009-07-11,Auto Theft,12
2009-07-11,Burglary,20
2009-07-11,Homicide,2
2009-07-11,Larceny-From Vehicle,21
2009-07-11,Larceny-Non Vehicle,27
2009-07-11,Robbery,7
2009-07-12,Agg Assault,13
2009-07-12,Auto Theft,20
2009-07-12,Burglary,20
2009-07-12,Larceny-From Vehicle,24
2009-07-12,Larceny-Non Vehicle,14
2009-07-12,Robbery,9
2009-07-13,Agg Assault,4
2009-07-13,Auto Theft,20
2009-07-13,Burglary,39
2009-07-13,Larceny-From Vehicle,37
2009-07-13,Larceny-Non Vehicle,17
2009-07-13,Robbery,4
2009-07-14,Agg Assault,12
2009-07-14,Auto Theft,22
2009-07-14,Burglary,37
2009-07-14,Larceny-From Vehicle,37
2009-07-14,Larceny-Non Vehicle,36
2009-07-14,Robbery,9
2009-07-15,Agg Assault,7
2009-07-15,Auto Theft,15
2009-07-15,Burglary,27
2009-07-15,Larceny-From Vehicle,40
2009-07-15,Larceny-Non Vehicle,30
2009-07-15,Robbery,9
2009-07-16,Agg Assault,11
2009-07-16,Auto Theft,11
2009-07-16,Burglary,30
2009-07-16,Larceny-From Vehicle,37
2009-07-16,Larceny-Non Vehicle,26
2009-07-16,Robbery,2
2009-07-17,Agg Assault,6
2009-07-17,Auto Theft,13
2009-07-17,Burglary,21
2009-07-17,Larceny-From Vehicle,27
2009-07-17,Larceny-Non Vehicle,19
2009-07-17,Robbery,11
2009-07-18,Agg Assault,11
2009-07-18,Auto Theft,18
2009-07-18,Burglary,16
2009-07-18,Larceny-From Vehicle,33
2009-07-18,Larceny-Non Vehicle,16
2009-07-18,Robbery,11
2009-07-19,Agg Assault,9
2009-07-19,Auto Theft,12
2009-07-19,Burglary,25
2009-07-19,Larceny-From Vehicle,34
2009-07-19,Larceny-Non Vehicle,16
2009-07-19,Robbery,7
2009-07-20,Agg Assault,5
2009-07-20,Auto Theft,12
2009-07-20,Burglary,35
2009-07-20,Larceny-From Vehicle,43
2009-07-20,Larceny-Non Vehicle,28
2009-07-20,Robbery,7
2009-07-21,Agg Assault,6
2009-07-21,Auto Theft,22
2009-07-21,Burglary,28
2009-07-21,Larceny-From Vehicle,31
2009-07-21,Larceny-Non Vehicle,19
2009-07-21,Robbery,12
2009-07-22,Agg Assault,5
2009-07-22,Auto Theft,22
2009-07-22,Burglary,31
2009-07-22,Larceny-From Vehicle,31
2009-07-22,Larceny-Non Vehicle,23
2009-07-22,Robbery,9
2009-07-23,Agg Assault,5
2009-07-23,Auto Theft,13
2009-07-23,Burglary,19
2009-07-23,Homicide,1
2009-07-23,Larceny-From Vehicle,31
2009-07-23,Larceny-Non Vehicle,28
2009-07-23,Robbery,7
2009-07-24,Agg Assault,9
2009-07-24,Auto Theft,19
2009-07-24,Burglary,33
2009-07-24,Larceny-From Vehicle,42
2009-07-24,Larceny-Non Vehicle,23
2009-07-24,Robbery,13
2009-07-25,Agg Assault,11
2009-07-25,Auto Theft,24
2009-07-25,Burglary,26
2009-07-25,Larceny-From Vehicle,30
2009-07-25,Larceny-Non Vehicle,21
2009-07-25,Robbery,8
2009-07-26,Agg Assault,17
2009-07-26,Auto Theft,19
2009-07-26,Burglary,17
2009-07-26,Homicide,1
2009-07-26,Larceny-From Vehicle,16
2009-07-26,Larceny-Non Vehicle,23
2009-07-26,Robbery,11
2009-07-27,Agg Assault,7
2009-07-27,Auto Theft,28
2009-07-27,Burglary,37
2009-07-27,Homicide,1
2009-07-27,Larceny-From Vehicle,39
2009-07-27,Larceny-Non Vehicle,27
2009-07-27,Robbery,14
2009-07-28,Agg Assault,10
2009-07-28,Auto Theft,16
2009-07-28,Burglary,16
2009-07-28,Homicide,1
2009-07-28,Larceny-From Vehicle,42
2009-07-28,Larceny-Non Vehicle,19
2009-07-28,Robbery,10
2009-07-29,Agg Assault,7
2009-07-29,Auto Theft,17
2009-07-29,Burglary,32
2009-07-29,Larceny-From Vehicle,38
2009-07-29,Larceny-Non Vehicle,27
2009-07-29,Robbery,8
2009-07-30,Agg Assault,12
2009-07-30,Auto Theft,18
2009-07-30,Burglary,26
2009-07-30,Larceny-From Vehicle,25
2009-07-30,Larceny-Non Vehicle,28
2009-07-30,Robbery,7
2009-07-31,Agg Assault,10
2009-07-31,Auto Theft,22
2009-07-31,Burglary,27
2009-07-31,Homicide,1
2009-07-31,Larceny-From Vehicle,37
2009-07-31,Larceny-Non Vehicle,20
2009-07-31,Robbery,8
2009-08-01,Agg Assault,18
2009-08-01,Auto Theft,9
2009-08-01,Burglary,20
2009-08-01,Larceny-From Vehicle,27
2009-08-01,Larceny-Non Vehicle,21
2009-08-01,Robbery,14
2009-08-02,Agg Assault,12
2009-08-02,Auto Theft,18
2009-08-02,Burglary,17
2009-08-02,Larceny-From Vehicle,32
2009-08-02,Larceny-Non Vehicle,18
2009-08-02,Robbery,10
2009-08-03,Agg Assault,2
2009-08-03,Auto Theft,28
2009-08-03,Burglary,28
2009-08-03,Larceny-From Vehicle,34
2009-08-03,Larceny-Non Vehicle,29
2009-08-03,Robbery,5
2009-08-04,Agg Assault,8
2009-08-04,Auto Theft,21
2009-08-04,Burglary,25
2009-08-04,Homicide,1
2009-08-04,Larceny-From Vehicle,37
2009-08-04,Larceny-Non Vehicle,21
2009-08-04,Robbery,6
2009-08-05,Agg Assault,6
2009-08-05,Auto Theft,20
2009-08-05,Burglary,34
2009-08-05,Larceny-From Vehicle,33
2009-08-05,Larceny-Non Vehicle,37
2009-08-05,Robbery,9
2009-08-06,Agg Assault,9
2009-08-06,Auto Theft,19
2009-08-06,Burglary,25
2009-08-06,Larceny-From Vehicle,41
2009-08-06,Larceny-Non Vehicle,18
2009-08-06,Robbery,10
2009-08-07,Agg Assault,6
2009-08-07,Auto Theft,26
2009-08-07,Burglary,25
2009-08-07,Larceny-From Vehicle,25
2009-08-07,Larceny-Non Vehicle,27
2009-08-07,Robbery,9
2009-08-08,Agg Assault,10
2009-08-08,Auto Theft,20
2009-08-08,Burglary,22
2009-08-08,Larceny-From Vehicle,16
2009-08-08,Larceny-Non Vehicle,23
2009-08-08,Robbery,4
2009-08-09,Agg Assault,10
2009-08-09,Auto Theft,18
2009-08-09,Burglary,23
2009-08-09,Larceny-From Vehicle,25
2009-08-09,Larceny-Non Vehicle,19
2009-08-09,Robbery,7
2009-08-10,Agg Assault,10
2009-08-10,Auto Theft,15
2009-08-10,Burglary,30
2009-08-10,Homicide,1
2009-08-10,Larceny-From Vehicle,36
2009-08-10,Larceny-Non Vehicle,23
2009-08-10,Robbery,8
2009-08-11,Agg Assault,7
2009-08-11,Auto Theft,9
2009-08-11,Burglary,25
2009-08-11,Larceny-From Vehicle,19
2009-08-11,Larceny-Non Vehicle,27
2009-08-11,Robbery,9
2009-08-12,Agg Assault,2
2009-08-12,Auto Theft,19
2009-08-12,Burglary,21
2009-08-12,Larceny-From Vehicle,35
2009-08-12,Larceny-Non Vehicle,38
2009-08-12,Robbery,6
2009-08-13,Agg Assault,3
2009-08-13,Auto Theft,16
2009-08-13,Burglary,32
2009-08-13,Homicide,1
2009-08-13,Larceny-From Vehicle,38
2009-08-13,Larceny-Non Vehicle,21
2009-08-13,Robbery,5
2009-08-14,Agg Assault,10
2009-08-14,Auto Theft,9
2009-08-14,Burglary,31
2009-08-14,Larceny-From Vehicle,29
2009-08-14,Larceny-Non Vehicle,24
2009-08-14,Robbery,4
2009-08-15,Agg Assault,5
2009-08-15,Auto Theft,15
2009-08-15,Burglary,14
2009-08-15,Homicide,1
2009-08-15,Larceny-From Vehicle,28
2009-08-15,Larceny-Non Vehicle,23
2009-08-15,Robbery,9
2009-08-16,Agg Assault,6
2009-08-16,Auto Theft,15
2009-08-16,Burglary,26
2009-08-16,Larceny-From Vehicle,40
2009-08-16,Larceny-Non Vehicle,22
2009-08-16,Robbery,9
2009-08-17,Agg Assault,5
2009-08-17,Auto Theft,12
2009-08-17,Burglary,18
2009-08-17,Homicide,1
2009-08-17,Larceny-From Vehicle,28
2009-08-17,Larceny-Non Vehicle,26
2009-08-17,Robbery,6
2009-08-18,Agg Assault,9
2009-08-18,Auto Theft,9
2009-08-18,Burglary,31
2009-08-18,Larceny-From Vehicle,33
2009-08-18,Larceny-Non Vehicle,13
2009-08-18,Robbery,11
2009-08-19,Agg Assault,6
2009-08-19,Auto Theft,9
2009-08-19,Burglary,36
2009-08-19,Larceny-From Vehicle,38
2009-08-19,Larceny-Non Vehicle,33
2009-08-19,Robbery,5
2009-08-20,Auto Theft,11
2009-08-20,Burglary,26
2009-08-20,Homicide,1
2009-08-20,Larceny-From Vehicle,32
2009-08-20,Larceny-Non Vehicle,27
2009-08-20,Robbery,12
2009-08-21,Agg Assault,2
2009-08-21,Auto Theft,15
2009-08-21,Burglary,21
2009-08-21,Larceny-From Vehicle,27
2009-08-21,Larceny-Non Vehicle,20
2009-08-21,Robbery,4
2009-08-22,Agg Assault,5
2009-08-22,Auto Theft,25
2009-08-22,Burglary,23
2009-08-22,Larceny-From Vehicle,28
2009-08-22,Larceny-Non Vehicle,22
2009-08-22,Robbery,9
2009-08-23,Agg Assault,11
2009-08-23,Auto Theft,18
2009-08-23,Burglary,22
2009-08-23,Larceny-From Vehicle,31
2009-08-23,Larceny-Non Vehicle,19
2009-08-23,Robbery,10
2009-08-24,Agg Assault,8
2009-08-24,Auto Theft,15
2009-08-24,Burglary,38
2009-08-24,Larceny-From Vehicle,32
2009-08-24,Larceny-Non Vehicle,24
2009-08-24,Robbery,3
2009-08-25,Agg Assault,2
2009-08-25,Auto Theft,7
2009-08-25,Burglary,33
2009-08-25,Larceny-From Vehicle,32
2009-08-25,Larceny-Non Vehicle,18
2009-08-25,Robbery,10
2009-08-26,Agg Assault,7
2009-08-26,Auto Theft,11
2009-08-26,Burglary,34
2009-08-26,Larceny-From Vehicle,38
2009-08-26,Larceny-Non Vehicle,22
2009-08-26,Robbery,7
2009-08-27,Agg Assault,5
2009-08-27,Auto Theft,16
2009-08-27,Burglary,36
2009-08-27,Larceny-From Vehicle,25
2009-08-27,Larceny-Non Vehicle,16
2009-08-27,Robbery,9
2009-08-28,Agg Assault,3
2009-08-28,Auto Theft,14
2009-08-28,Burglary,29
2009-08-28,Larceny-From Vehicle,37
2009-08-28,Larceny-Non Vehicle,28
2009-08-28,Robbery,11
2009-08-29,Agg Assault,6
2009-08-29,Auto Theft,20
2009-08-29,Burglary,18
2009-08-29,Larceny-From Vehicle,32
2009-08-29,Larceny-Non Vehicle,29
2009-08-29,Robbery,7
2009-08-30,Agg Assault,3
2009-08-30,Auto Theft,21
2009-08-30,Burglary,23
2009-08-30,Larceny-From Vehicle,23
2009-08-30,Larceny-Non Vehicle,15
2009-08-30,Robbery,11
2009-08-31,Agg Assault,9
2009-08-31,Auto Theft,16
2009-08-31,Burglary,30
2009-08-31,Larceny-From Vehicle,37
2009-08-31,Larceny-Non Vehicle,28
2009-08-31,Robbery,10
2009-09-01,Agg Assault,7
2009-09-01,Auto Theft,10
2009-09-01,Burglary,26
2009-09-01,Larceny-From Vehicle,30
2009-09-01,Larceny-Non Vehicle,24
2009-09-01,Robbery,7
2009-09-02,Agg Assault,3
2009-09-02,Auto Theft,20
2009-09-02,Burglary,15
2009-09-02,Homicide,1
2009-09-02,Larceny-From Vehicle,35
2009-09-02,Larceny-Non Vehicle,22
2009-09-02,Robbery,10
2009-09-03,Agg Assault,8
2009-09-03,Auto Theft,15
2009-09-03,Burglary,28
2009-09-03,Larceny-From Vehicle,27
2009-09-03,Larceny-Non Vehicle,25
2009-09-03,Robbery,3
2009-09-04,Agg Assault,10
2009-09-04,Auto Theft,13
2009-09-04,Burglary,25
2009-09-04,Larceny-From Vehicle,29
2009-09-04,Larceny-Non Vehicle,36
2009-09-04,Robbery,4
2009-09-05,Agg Assault,8
2009-09-05,Auto Theft,18
2009-09-05,Burglary,9
2009-09-05,Larceny-From Vehicle,31
2009-09-05,Larceny-Non Vehicle,25
2009-09-05,Robbery,9
2009-09-06,Agg Assault,7
2009-09-06,Auto Theft,20
2009-09-06,Burglary,18
2009-09-06,Larceny-From Vehicle,32
2009-09-06,Larceny-Non Vehicle,17
2009-09-06,Robbery,9
2009-09-07,Agg Assault,11
2009-09-07,Auto Theft,24
2009-09-07,Burglary,14
2009-09-07,Larceny-From Vehicle,19
2009-09-07,Larceny-Non Vehicle,26
2009-09-07,Robbery,7
2009-09-08,Agg Assault,12
2009-09-08,Auto Theft,18
2009-09-08,Burglary,24
2009-09-08,Larceny-From Vehicle,35
2009-09-08,Larceny-Non Vehicle,33
2009-09-08,Robbery,11
2009-09-09,Agg Assault,12
2009-09-09,Auto Theft,21
2009-09-09,Burglary,27
2009-09-09,Larceny-From Vehicle,30
2009-09-09,Larceny-Non Vehicle,23
2009-09-09,Robbery,3
2009-09-10,Agg Assault,8
2009-09-10,Auto Theft,19
2009-09-10,Burglary,22
2009-09-10,Larceny-From Vehicle,26
2009-09-10,Larceny-Non Vehicle,29
2009-09-10,Robbery,7
2009-09-11,Agg Assault,3
2009-09-11,Auto Theft,14
2009-09-11,Burglary,20
2009-09-11,Larceny-From Vehicle,33
2009-09-11,Larceny-Non Vehicle,29
2009-09-11,Robbery,6
2009-09-12,Agg Assault,11
2009-09-12,Auto Theft,15
2009-09-12,Burglary,16
2009-09-12,Larceny-From Vehicle,26
2009-09-12,Larceny-Non Vehicle,16
2009-09-12,Robbery,9
2009-09-13,Agg Assault,5
2009-09-13,Auto Theft,12
2009-09-13,Burglary,18
2009-09-13,Homicide,1
2009-09-13,Larceny-From Vehicle,21
2009-09-13,Larceny-Non Vehicle,10
2009-09-13,Robbery,11
2009-09-14,Agg Assault,6
2009-09-14,Auto Theft,8
2009-09-14,Burglary,22
2009-09-14,Larceny-From Vehicle,26
2009-09-14,Larceny-Non Vehicle,30
2009-09-14,Robbery,5
2009-09-15,Agg Assault,9
2009-09-15,Auto Theft,12
2009-09-15,Burglary,27
2009-09-15,Larceny-From Vehicle,39
2009-09-15,Larceny-Non Vehicle,17
2009-09-15,Robbery,7
2009-09-16,Agg Assault,11
2009-09-16,Auto Theft,5
2009-09-16,Burglary,23
2009-09-16,Larceny-From Vehicle,33
2009-09-16,Larceny-Non Vehicle,23
2009-09-16,Robbery,5
2009-09-17,Agg Assault,5
2009-09-17,Auto Theft,11
2009-09-17,Burglary,23
2009-09-17,Larceny-From Vehicle,28
2009-09-17,Larceny-Non Vehicle,19
2009-09-17,Robbery,3
2009-09-18,Agg Assault,8
2009-09-18,Auto Theft,12
2009-09-18,Burglary,25
2009-09-18,Homicide,1
2009-09-18,Larceny-From Vehicle,41
2009-09-18,Larceny-Non Vehicle,22
2009-09-18,Robbery,8
2009-09-19,Agg Assault,8
2009-09-19,Auto Theft,16
2009-09-19,Burglary,18
2009-09-19,Larceny-From Vehicle,36
2009-09-19,Larceny-Non Vehicle,17
2009-09-19,Robbery,8
2009-09-20,Agg Assault,3
2009-09-20,Auto Theft,14
2009-09-20,Burglary,20
2009-09-20,Larceny-From Vehicle,27
2009-09-20,Larceny-Non Vehicle,10
2009-09-20,Robbery,7
2009-09-21,Agg Assault,1
